,ResponseId,Statement,Statement_type,Veracity,Time_to_respond,shareStatus,Vaccination,Social,Economics,Concern_covid,Check_covid,CRT_score,Gender
22,R_0N8NtfCM1SRFOtH,Hum03,0,1,2.7935,0,1,1,1,93,5,2,Female
23,R_0N8NtfCM1SRFOtH,Hum04,0,2,6.175,0,1,1,1,93,5,2,Female
24,R_0N8NtfCM1SRFOtH,Hum05,0,1,2.679,0,1,1,1,93,5,2,Female
25,R_0N8NtfCM1SRFOtH,Hum06,0,1,3.9375,0,1,1,1,93,5,2,Female
26,R_0N8NtfCM1SRFOtH,Hum07,0,1,2.8595,0,1,1,1,93,5,2,Female
27,R_0N8NtfCM1SRFOtH,Hum08,0,4,5.2745,0,1,1,1,93,5,2,Female
28,R_0N8NtfCM1SRFOtH,Hum09,0,1,4.1115,0,1,1,1,93,5,2,Female
29,R_0N8NtfCM1SRFOtH,Hum10,0,3,4.0345,0,1,1,1,93,5,2,Female
30,R_0N8NtfCM1SRFOtH,AI01,1,1,17.5805,0,1,1,1,93,5,2,Female
31,R_0N8NtfCM1SRFOtH,AI02,1,3,3.796,0,1,1,1,93,5,2,Female
32,R_0N8NtfCM1SRFOtH,AI03,1,1,7.7525,0,1,1,1,93,5,2,Female
33,R_0N8NtfCM1SRFOtH,AI04,1,1,3.928,0,1,1,1,93,5,2,Female
34,R_0N8NtfCM1SRFOtH,AI05,1,1,10.048,0,1,1,1,93,5,2,Female
35,R_0N8NtfCM1SRFOtH,AI06,1,1,3.229,0,1,1,1,93,5,2,Female
36,R_0N8NtfCM1SRFOtH,AI07,1,3,3.2065,0,1,1,1,93,5,2,Female
37,R_0N8NtfCM1SRFOtH,AI08,1,1,2.8805,0,1,1,1,93,5,2,Female
38,R_0N8NtfCM1SRFOtH,AI09,1,1,2.3265,0,1,1,1,93,5,2,Female
39,R_0N8NtfCM1SRFOtH,AI10,1,1,6.029,0,1,1,1,93,5,2,Female
40,R_1pFqGDi1DMW0WYl,Hum01,0,2,5.6545,0,1,3,4,65,4,3,Female
41,R_1pFqGDi1DMW0WYl,Hum02,0,3,5.6115,0,1,3,4,65,4,3,Female
42,R_1pFqGDi1DMW0WYl,Hum03,0,1,3.7545,0,1,3,4,65,4,3,Female
43,R_1pFqGDi1DMW0WYl,Hum04,0,3,3.173,0,1,3,4,65,4,3,Female
44,R_1pFqGDi1DMW0WYl,Hum05,0,1,4.126,0,1,3,4,65,4,3,Female
45,R_1pFqGDi1DMW0WYl,Hum06,0,1,3.3835,0,1,3,4,65,4,3,Female
46,R_1pFqGDi1DMW0WYl,Hum07,0,1,6.5505,0,1,3,4,65,4,3,Female
47,R_1pFqGDi1DMW0WYl,Hum08,0,4,5.3095,0,1,3,4,65,4,3,Female
48,R_1pFqGDi1DMW0WYl,Hum09,0,1,5.1135,0,1,3,4,65,4,3,Female
49,R_1pFqGDi1DMW0WYl,Hum10,0,1,5.0005,0,1,3,4,65,4,3,Female
50,R_1pFqGDi1DMW0WYl,AI01,1,1,4.2375,0,1,3,4,65,4,3,Female
51,R_1pFqGDi1DMW0WYl,AI02,1,3,3.347,0,1,3,4,65,4,3,Female
52,R_1pFqGDi1DMW0WYl,AI03,1,1,3.781,0,1,3,4,65,4,3,Female
53,R_1pFqGDi1DMW0WYl,AI04,1,1,2.639,0,1,3,4,65,4,3,Female
54,R_1pFqGDi1DMW0WYl,AI05,1,1,4.127,0,1,3,4,65,4,3,Female
55,R_1pFqGDi1DMW0WYl,AI06,1,1,2.9875,0,1,3,4,65,4,3,Female
56,R_1pFqGDi1DMW0WYl,AI07,1,3,3.0655,0,1,3,4,65,4,3,Female
57,R_1pFqGDi1DMW0WYl,AI08,1,1,3.2505,0,1,3,4,65,4,3,Female
58,R_1pFqGDi1DMW0WYl,AI09,1,1,2.64,0,1,3,4,65,4,3,Female
59,R_1pFqGDi1DMW0WYl,AI10,1,2,3.2755,0,1,3,4,65,4,3,Female
60,R_3g10Deg3oKZO1gd,Hum01,0,1,7.4865,0,0,3,3,74,4,1,Female
61,R_3g10Deg3oKZO1gd,Hum02,0,3,13.976,0,0,3,3,74,4,1,Female
62,R_3g10Deg3oKZO1gd,Hum03,0,2,7.15,0,0,3,3,74,4,1,Female
63,R_3g10Deg3oKZO1gd,Hum04,0,3,5.387,0,0,3,3,74,4,1,Female
64,R_3g10Deg3oKZO1gd,Hum05,0,1,5.7895,0,0,3,3,74,4,1,Female
65,R_3g10Deg3oKZO1gd,Hum06,0,2,14.99,0,0,3,3,74,4,1,Female
66,R_3g10Deg3oKZO1gd,Hum07,0,2,14.666,0,0,3,3,74,4,1,Female
67,R_3g10Deg3oKZO1gd,Hum08,0,3,9.092,0,0,3,3,74,4,1,Female
68,R_3g10Deg3oKZO1gd,Hum09,0,3,7.6235,0,0,3,3,74,4,1,Female
69,R_3g10Deg3oKZO1gd,Hum10,0,3,11.062,0,0,3,3,74,4,1,Female
70,R_3g10Deg3oKZO1gd,AI01,1,3,6.847,0,0,3,3,74,4,1,Female
71,R_3g10Deg3oKZO1gd,AI02,1,3,8.8325,0,0,3,3,74,4,1,Female
72,R_3g10Deg3oKZO1gd,AI03,1,3,7.13,0,0,3,3,74,4,1,Female
73,R_3g10Deg3oKZO1gd,AI04,1,1,5.8425,0,0,3,3,74,4,1,Female
74,R_3g10Deg3oKZO1gd,AI05,1,2,7.3605,0,0,3,3,74,4,1,Female
75,R_3g10Deg3oKZO1gd,AI06,1,1,6.647,0,0,3,3,74,4,1,Female
76,R_3g10Deg3oKZO1gd,AI07,1,2,5.368,0,0,3,3,74,4,1,Female
77,R_3g10Deg3oKZO1gd,AI08,1,1,7.1635,0,0,3,3,74,4,1,Female
78,R_3g10Deg3oKZO1gd,AI09,1,2,8.2645,0,0,3,3,74,4,1,Female
79,R_3g10Deg3oKZO1gd,AI10,1,3,5.766,0,0,3,3,74,4,1,Female
80,R_2Vlk1Hi2n86oOxd,Hum01,0,1,5.2515,0,1,5,5,10,2,3,Female
81,R_2Vlk1Hi2n86oOxd,Hum02,0,3,6.5505,0,1,5,5,10,2,3,Female
82,R_2Vlk1Hi2n86oOxd,Hum03,0,3,3.531,0,1,5,5,10,2,3,Female
83,R_2Vlk1Hi2n86oOxd,Hum04,0,3,3.9075,0,1,5,5,10,2,3,Female
84,R_2Vlk1Hi2n86oOxd,Hum05,0,1,7.0575,0,1,5,5,10,2,3,Female
85,R_2Vlk1Hi2n86oOxd,Hum06,0,2,5.8445,0,1,5,5,10,2,3,Female
86,R_2Vlk1Hi2n86oOxd,Hum07,0,2,8.9745,0,1,5,5,10,2,3,Female
87,R_2Vlk1Hi2n86oOxd,Hum08,0,4,9.5375,0,1,5,5,10,2,3,Female
88,R_2Vlk1Hi2n86oOxd,Hum09,0,1,5.575,0,1,5,5,10,2,3,Female
89,R_2Vlk1Hi2n86oOxd,Hum10,0,4,3.7495,0,1,5,5,10,2,3,Female
90,R_2Vlk1Hi2n86oOxd,AI01,1,2,8.3535,0,1,5,5,10,2,3,Female
91,R_2Vlk1Hi2n86oOxd,AI02,1,2,5.5815,0,1,5,5,10,2,3,Female
92,R_2Vlk1Hi2n86oOxd,AI03,1,2,5.9575,0,1,5,5,10,2,3,Female
93,R_2Vlk1Hi2n86oOxd,AI04,1,1,2.806,0,1,5,5,10,2,3,Female
94,R_2Vlk1Hi2n86oOxd,AI05,1,1,4.641,0,1,5,5,10,2,3,Female
95,R_2Vlk1Hi2n86oOxd,AI06,1,3,5.861,0,1,5,5,10,2,3,Female
96,R_2Vlk1Hi2n86oOxd,AI07,1,1,5.1085,0,1,5,5,10,2,3,Female
97,R_2Vlk1Hi2n86oOxd,AI08,1,3,4.182,0,1,5,5,10,2,3,Female
98,R_2Vlk1Hi2n86oOxd,AI09,1,1,3.547,0,1,5,5,10,2,3,Female
99,R_2Vlk1Hi2n86oOxd,AI10,1,3,6.2055,0,1,5,5,10,2,3,Female
100,R_3fMDXCa61fcNdks,Hum01,0,1,5.749,0,1,4,4,85,5,0,Female
101,R_3fMDXCa61fcNdks,Hum02,0,3,13.3085,0,1,4,4,85,5,0,Female
102,R_3fMDXCa61fcNdks,Hum03,0,1,4.8175,0,1,4,4,85,5,0,Female
103,R_3fMDXCa61fcNdks,Hum04,0,1,5.63,0,1,4,4,85,5,0,Female
104,R_3fMDXCa61fcNdks,Hum05,0,1,4.66,0,1,4,4,85,5,0,Female
105,R_3fMDXCa61fcNdks,Hum06,0,1,6.1155,0,1,4,4,85,5,0,Female
106,R_3fMDXCa61fcNdks,Hum07,0,1,6.2175,0,1,4,4,85,5,0,Female
107,R_3fMDXCa61fcNdks,Hum08,0,3,5.627,0,1,4,4,85,5,0,Female
108,R_3fMDXCa61fcNdks,Hum09,0,1,8.5795,0,1,4,4,85,5,0,Female
109,R_3fMDXCa61fcNdks,Hum10,0,4,9.913,0,1,4,4,85,5,0,Female
110,R_3fMDXCa61fcNdks,AI01,1,1,3.6815,0,1,4,4,85,5,0,Female
111,R_3fMDXCa61fcNdks,AI02,1,4,6.8215,0,1,4,4,85,5,0,Female
112,R_3fMDXCa61fcNdks,AI03,1,1,3.7495,0,1,4,4,85,5,0,Female
113,R_3fMDXCa61fcNdks,AI04,1,3,6.059,0,1,4,4,85,5,0,Female
114,R_3fMDXCa61fcNdks,AI05,1,1,5.991,0,1,4,4,85,5,0,Female
115,R_3fMDXCa61fcNdks,AI06,1,1,9.3885,0,1,4,4,85,5,0,Female
116,R_3fMDXCa61fcNdks,AI07,1,1,5.2475,0,1,4,4,85,5,0,Female
117,R_3fMDXCa61fcNdks,AI08,1,3,6.931,0,1,4,4,85,5,0,Female
118,R_3fMDXCa61fcNdks,AI09,1,1,7.135,0,1,4,4,85,5,0,Female
119,R_3fMDXCa61fcNdks,AI10,1,2,6.263,0,1,4,4,85,5,0,Female
120,R_3NNZJFkWswz4VQa,Hum01,0,1,7.781,0,1,5,5,82,4,1,Female
121,R_3NNZJFkWswz4VQa,Hum02,0,3,7.199,0,1,5,5,82,4,1,Female
122,R_3NNZJFkWswz4VQa,Hum03,0,2,9.547,1,1,5,5,82,4,1,Female
123,R_3NNZJFkWswz4VQa,Hum04,0,3,4.64,0,1,5,5,82,4,1,Female
124,R_3NNZJFkWswz4VQa,Hum05,0,4,6.679,2,1,5,5,82,4,1,Female
125,R_3NNZJFkWswz4VQa,Hum06,0,5,7.2675,2,1,5,5,82,4,1,Female
126,R_3NNZJFkWswz4VQa,Hum07,0,4,7.1495,2,1,5,5,82,4,1,Female
127,R_3NNZJFkWswz4VQa,Hum08,0,3,7.4775,0,1,5,5,82,4,1,Female
128,R_3NNZJFkWswz4VQa,Hum09,0,2,7.323,0,1,5,5,82,4,1,Female
129,R_3NNZJFkWswz4VQa,Hum10,0,1,8.274,1,1,5,5,82,4,1,Female
130,R_3NNZJFkWswz4VQa,AI01,1,3,7.4665,0,1,5,5,82,4,1,Female
131,R_3NNZJFkWswz4VQa,AI02,1,4,7.7555,1,1,5,5,82,4,1,Female
132,R_3NNZJFkWswz4VQa,AI03,1,3,8.061,0,1,5,5,82,4,1,Female
133,R_3NNZJFkWswz4VQa,AI04,1,5,8.9635,2,1,5,5,82,4,1,Female
134,R_3NNZJFkWswz4VQa,AI05,1,4,5.2485,0,1,5,5,82,4,1,Female
135,R_3NNZJFkWswz4VQa,AI06,1,2,7.7475,1,1,5,5,82,4,1,Female
136,R_3NNZJFkWswz4VQa,AI07,1,3,6.8195,0,1,5,5,82,4,1,Female
137,R_3NNZJFkWswz4VQa,AI08,1,1,10.801,1,1,5,5,82,4,1,Female
138,R_3NNZJFkWswz4VQa,AI09,1,1,4.4285,1,1,5,5,82,4,1,Female
139,R_3NNZJFkWswz4VQa,AI10,1,4,6.8625,2,1,5,5,82,4,1,Female
140,R_2AXt4rIWW1MO7Z5,Hum01,0,1,9.731,2,1,3,4,21,2,1,Female
141,R_2AXt4rIWW1MO7Z5,Hum02,0,3,20.6155,2,1,3,4,21,2,1,Female
142,R_2AXt4rIWW1MO7Z5,Hum03,0,2,8.4505,2,1,3,4,21,2,1,Female
143,R_2AXt4rIWW1MO7Z5,Hum04,0,3,10.978,2,1,3,4,21,2,1,Female
144,R_2AXt4rIWW1MO7Z5,Hum05,0,3,7.051,0,1,3,4,21,2,1,Female
145,R_2AXt4rIWW1MO7Z5,Hum06,0,2,9.978,2,1,3,4,21,2,1,Female
146,R_2AXt4rIWW1MO7Z5,Hum07,0,1,8.8005,0,1,3,4,21,2,1,Female
147,R_2AXt4rIWW1MO7Z5,Hum08,0,3,9.7575,0,1,3,4,21,2,1,Female
148,R_2AXt4rIWW1MO7Z5,Hum09,0,3,7.901,0,1,3,4,21,2,1,Female
149,R_2AXt4rIWW1MO7Z5,Hum10,0,3,11.17,2,1,3,4,21,2,1,Female
150,R_2AXt4rIWW1MO7Z5,AI01,1,3,7.7415,0,1,3,4,21,2,1,Female
151,R_2AXt4rIWW1MO7Z5,AI02,1,3,11.69,1,1,3,4,21,2,1,Female
152,R_2AXt4rIWW1MO7Z5,AI03,1,5,12.8645,0,1,3,4,21,2,1,Female
153,R_2AXt4rIWW1MO7Z5,AI04,1,1,7.2505,2,1,3,4,21,2,1,Female
154,R_2AXt4rIWW1MO7Z5,AI05,1,2,9.2625,0,1,3,4,21,2,1,Female
155,R_2AXt4rIWW1MO7Z5,AI06,1,4,9.9125,1,1,3,4,21,2,1,Female
156,R_2AXt4rIWW1MO7Z5,AI07,1,3,9.369,2,1,3,4,21,2,1,Female
157,R_2AXt4rIWW1MO7Z5,AI08,1,1,9.397,1,1,3,4,21,2,1,Female
158,R_2AXt4rIWW1MO7Z5,AI09,1,1,10.591,2,1,3,4,21,2,1,Female
159,R_2AXt4rIWW1MO7Z5,AI10,1,4,7.148,2,1,3,4,21,2,1,Female
160,R_3ef2fKPx9E2KMSg,Hum01,0,3,4.173,0,0,1,1,36,3,0,Female
161,R_3ef2fKPx9E2KMSg,Hum02,0,3,4.2745,0,0,1,1,36,3,0,Female
162,R_3ef2fKPx9E2KMSg,Hum03,0,3,3.904,0,0,1,1,36,3,0,Female
163,R_3ef2fKPx9E2KMSg,Hum04,0,3,2.2525,0,0,1,1,36,3,0,Female
164,R_3ef2fKPx9E2KMSg,Hum05,0,3,4.02,0,0,1,1,36,3,0,Female
165,R_3ef2fKPx9E2KMSg,Hum06,0,3,7.1345,0,0,1,1,36,3,0,Female
166,R_3ef2fKPx9E2KMSg,Hum07,0,3,3.6315,0,0,1,1,36,3,0,Female
167,R_3ef2fKPx9E2KMSg,Hum08,0,3,2.5895,0,0,1,1,36,3,0,Female
168,R_3ef2fKPx9E2KMSg,Hum09,0,3,3.0015,0,0,1,1,36,3,0,Female
169,R_3ef2fKPx9E2KMSg,Hum10,0,3,4.404,0,0,1,1,36,3,0,Female
170,R_3ef2fKPx9E2KMSg,AI01,1,3,3.8505,0,0,1,1,36,3,0,Female
171,R_3ef2fKPx9E2KMSg,AI02,1,3,5.329,0,0,1,1,36,3,0,Female
172,R_3ef2fKPx9E2KMSg,AI03,1,3,2.7515,0,0,1,1,36,3,0,Female
173,R_3ef2fKPx9E2KMSg,AI04,1,3,2.673,0,0,1,1,36,3,0,Female
174,R_3ef2fKPx9E2KMSg,AI05,1,3,3.194,0,0,1,1,36,3,0,Female
175,R_3ef2fKPx9E2KMSg,AI06,1,3,2.4505,0,0,1,1,36,3,0,Female
176,R_3ef2fKPx9E2KMSg,AI07,1,3,2.4005,0,0,1,1,36,3,0,Female
177,R_3ef2fKPx9E2KMSg,AI08,1,3,4.4305,0,0,1,1,36,3,0,Female
178,R_3ef2fKPx9E2KMSg,AI09,1,3,3.42,0,0,1,1,36,3,0,Female
179,R_3ef2fKPx9E2KMSg,AI10,1,3,4.3435,0,0,1,1,36,3,0,Female
180,R_3eaalluP8y8nANV,Hum01,0,4,14.5875,2,1,1,1,100,5,1,Female
181,R_3eaalluP8y8nANV,Hum02,0,1,16.09,0,1,1,1,100,5,1,Female
182,R_3eaalluP8y8nANV,Hum03,0,1,7.15,0,1,1,1,100,5,1,Female
183,R_3eaalluP8y8nANV,Hum04,0,3,19.2905,0,1,1,1,100,5,1,Female
184,R_3eaalluP8y8nANV,Hum05,0,1,12.565,0,1,1,1,100,5,1,Female
185,R_3eaalluP8y8nANV,Hum06,0,1,6.432,0,1,1,1,100,5,1,Female
186,R_3eaalluP8y8nANV,Hum07,0,1,23.512,2,1,1,1,100,5,1,Female
187,R_3eaalluP8y8nANV,Hum08,0,5,13.355,1,1,1,1,100,5,1,Female
188,R_3eaalluP8y8nANV,Hum09,0,1,8.635,0,1,1,1,100,5,1,Female
189,R_3eaalluP8y8nANV,Hum10,0,4,19.6955,0,1,1,1,100,5,1,Female
190,R_3eaalluP8y8nANV,AI01,1,1,6.832,0,1,1,1,100,5,1,Female
191,R_3eaalluP8y8nANV,AI02,1,5,9.7305,1,1,1,1,100,5,1,Female
192,R_3eaalluP8y8nANV,AI03,1,1,8.4505,0,1,1,1,100,5,1,Female
193,R_3eaalluP8y8nANV,AI04,1,1,5.4515,0,1,1,1,100,5,1,Female
194,R_3eaalluP8y8nANV,AI05,1,1,7.2925,0,1,1,1,100,5,1,Female
195,R_3eaalluP8y8nANV,AI06,1,1,7.638,0,1,1,1,100,5,1,Female
196,R_3eaalluP8y8nANV,AI07,1,1,6.2785,0,1,1,1,100,5,1,Female
197,R_3eaalluP8y8nANV,AI08,1,1,11.211,2,1,1,1,100,5,1,Female
198,R_3eaalluP8y8nANV,AI09,1,1,5.5385,0,1,1,1,100,5,1,Female
199,R_3eaalluP8y8nANV,AI10,1,4,12.131,1,1,1,1,100,5,1,Female
200,R_1i9hDaJ7TQtH1LG,Hum01,0,1,6.9955,0,1,3,3,80,5,4,Female
201,R_1i9hDaJ7TQtH1LG,Hum02,0,1,16.7505,0,1,3,3,80,5,4,Female
202,R_1i9hDaJ7TQtH1LG,Hum03,0,1,4.6005,0,1,3,3,80,5,4,Female
203,R_1i9hDaJ7TQtH1LG,Hum04,0,3,15.072,0,1,3,3,80,5,4,Female
204,R_1i9hDaJ7TQtH1LG,Hum05,0,1,16.3505,0,1,3,3,80,5,4,Female
205,R_1i9hDaJ7TQtH1LG,Hum06,0,1,12.75,0,1,3,3,80,5,4,Female
206,R_1i9hDaJ7TQtH1LG,Hum07,0,1,9.6505,0,1,3,3,80,5,4,Female
207,R_1i9hDaJ7TQtH1LG,Hum08,0,1,6.375,0,1,3,3,80,5,4,Female
208,R_1i9hDaJ7TQtH1LG,Hum09,0,1,7.676,0,1,3,3,80,5,4,Female
209,R_1i9hDaJ7TQtH1LG,Hum10,0,3,17.386,0,1,3,3,80,5,4,Female
210,R_1i9hDaJ7TQtH1LG,AI01,1,1,9.691,0,1,3,3,80,5,4,Female
211,R_1i9hDaJ7TQtH1LG,AI02,1,3,13.5005,0,1,3,3,80,5,4,Female
212,R_1i9hDaJ7TQtH1LG,AI03,1,1,5.0505,0,1,3,3,80,5,4,Female
213,R_1i9hDaJ7TQtH1LG,AI04,1,1,9.8505,0,1,3,3,80,5,4,Female
214,R_1i9hDaJ7TQtH1LG,AI05,1,1,9.8505,0,1,3,3,80,5,4,Female
215,R_1i9hDaJ7TQtH1LG,AI06,1,1,3.586,0,1,3,3,80,5,4,Female
216,R_1i9hDaJ7TQtH1LG,AI07,1,3,6.673,0,1,3,3,80,5,4,Female
217,R_1i9hDaJ7TQtH1LG,AI08,1,1,8.601,0,1,3,3,80,5,4,Female
218,R_1i9hDaJ7TQtH1LG,AI09,1,1,4.2895,0,1,3,3,80,5,4,Female
219,R_1i9hDaJ7TQtH1LG,AI10,1,4,7.1725,0,1,3,3,80,5,4,Female
220,R_yxzZHJxu7OCbQBP,Hum01,0,3,5.25,0,1,4,4,8,2,1,Female
221,R_yxzZHJxu7OCbQBP,Hum02,0,3,3.849,0,1,4,4,8,2,1,Female
222,R_yxzZHJxu7OCbQBP,Hum03,0,3,2.533,0,1,4,4,8,2,1,Female
223,R_yxzZHJxu7OCbQBP,Hum04,0,3,4.1385,0,1,4,4,8,2,1,Female
224,R_yxzZHJxu7OCbQBP,Hum05,0,3,2.6905,0,1,4,4,8,2,1,Female
225,R_yxzZHJxu7OCbQBP,Hum06,0,3,3.8925,0,1,4,4,8,2,1,Female
226,R_yxzZHJxu7OCbQBP,Hum07,0,3,2.3935,0,1,4,4,8,2,1,Female
227,R_yxzZHJxu7OCbQBP,Hum08,0,3,2.9345,0,1,4,4,8,2,1,Female
228,R_yxzZHJxu7OCbQBP,Hum09,0,3,2.926,0,1,4,4,8,2,1,Female
229,R_yxzZHJxu7OCbQBP,Hum10,0,3,3.601,0,1,4,4,8,2,1,Female
230,R_yxzZHJxu7OCbQBP,AI01,1,3,2.404,0,1,4,4,8,2,1,Female
231,R_yxzZHJxu7OCbQBP,AI02,1,4,5.501,0,1,4,4,8,2,1,Female
232,R_yxzZHJxu7OCbQBP,AI03,1,3,2.92,0,1,4,4,8,2,1,Female
233,R_yxzZHJxu7OCbQBP,AI04,1,3,2.7735,0,1,4,4,8,2,1,Female
234,R_yxzZHJxu7OCbQBP,AI05,1,3,3.627,0,1,4,4,8,2,1,Female
235,R_yxzZHJxu7OCbQBP,AI06,1,3,2.4525,0,1,4,4,8,2,1,Female
236,R_yxzZHJxu7OCbQBP,AI07,1,3,2.701,0,1,4,4,8,2,1,Female
237,R_yxzZHJxu7OCbQBP,AI08,1,3,3.652,0,1,4,4,8,2,1,Female
238,R_yxzZHJxu7OCbQBP,AI09,1,3,2.5465,0,1,4,4,8,2,1,Female
239,R_yxzZHJxu7OCbQBP,AI10,1,3,2.4815,0,1,4,4,8,2,1,Female
240,R_V3AsLDNjpaxGJLH,Hum01,0,1,11.972,0,1,1,1,75,5,2,Female
241,R_V3AsLDNjpaxGJLH,Hum02,0,3,13.2035,0,1,1,1,75,5,2,Female
242,R_V3AsLDNjpaxGJLH,Hum03,0,1,24.99,0,1,1,1,75,5,2,Female
243,R_V3AsLDNjpaxGJLH,Hum04,0,1,9.312,0,1,1,1,75,5,2,Female
244,R_V3AsLDNjpaxGJLH,Hum05,0,1,20.447,0,1,1,1,75,5,2,Female
245,R_V3AsLDNjpaxGJLH,Hum06,0,1,28.955,0,1,1,1,75,5,2,Female
246,R_V3AsLDNjpaxGJLH,Hum07,0,1,9.382,0,1,1,1,75,5,2,Female
247,R_V3AsLDNjpaxGJLH,Hum08,0,5,8.059,0,1,1,1,75,5,2,Female
248,R_V3AsLDNjpaxGJLH,Hum09,0,1,6.2555,0,1,1,1,75,5,2,Female
249,R_V3AsLDNjpaxGJLH,Hum10,0,3,9.5295,0,1,1,1,75,5,2,Female
250,R_V3AsLDNjpaxGJLH,AI01,1,1,6.8115,0,1,1,1,75,5,2,Female
251,R_V3AsLDNjpaxGJLH,AI02,1,1,8.564,0,1,1,1,75,5,2,Female
252,R_V3AsLDNjpaxGJLH,AI03,1,1,9.867,0,1,1,1,75,5,2,Female
253,R_V3AsLDNjpaxGJLH,AI04,1,1,10.0995,0,1,1,1,75,5,2,Female
254,R_V3AsLDNjpaxGJLH,AI05,1,1,56.966,0,1,1,1,75,5,2,Female
255,R_V3AsLDNjpaxGJLH,AI06,1,1,5.5175,0,1,1,1,75,5,2,Female
256,R_V3AsLDNjpaxGJLH,AI07,1,1,4.5125,0,1,1,1,75,5,2,Female
257,R_V3AsLDNjpaxGJLH,AI08,1,1,8.748,0,1,1,1,75,5,2,Female
258,R_V3AsLDNjpaxGJLH,AI09,1,1,7.127,0,1,1,1,75,5,2,Female
259,R_V3AsLDNjpaxGJLH,AI10,1,3,5.441,0,1,1,1,75,5,2,Female
260,R_SCxM85wI2RS0NuV,Hum01,0,1,9.918,0,1,5,5,80,4,2,Female
261,R_SCxM85wI2RS0NuV,Hum02,0,3,12.4065,2,1,5,5,80,4,2,Female
262,R_SCxM85wI2RS0NuV,Hum03,0,2,8.6595,0,1,5,5,80,4,2,Female
263,R_SCxM85wI2RS0NuV,Hum04,0,3,7.003,0,1,5,5,80,4,2,Female
264,R_SCxM85wI2RS0NuV,Hum05,0,1,30.509,0,1,5,5,80,4,2,Female
265,R_SCxM85wI2RS0NuV,Hum06,0,1,7.625,2,1,5,5,80,4,2,Female
266,R_SCxM85wI2RS0NuV,Hum07,0,3,17.023,0,1,5,5,80,4,2,Female
267,R_SCxM85wI2RS0NuV,Hum08,0,1,9.864,0,1,5,5,80,4,2,Female
268,R_SCxM85wI2RS0NuV,Hum09,0,1,5.994,0,1,5,5,80,4,2,Female
269,R_SCxM85wI2RS0NuV,Hum10,0,4,14.103,2,1,5,5,80,4,2,Female
270,R_SCxM85wI2RS0NuV,AI01,1,1,6.825,0,1,5,5,80,4,2,Female
271,R_SCxM85wI2RS0NuV,AI02,1,5,9.6915,2,1,5,5,80,4,2,Female
272,R_SCxM85wI2RS0NuV,AI03,1,1,11.1965,0,1,5,5,80,4,2,Female
273,R_SCxM85wI2RS0NuV,AI04,1,1,36.1265,0,1,5,5,80,4,2,Female
274,R_SCxM85wI2RS0NuV,AI05,1,1,9.266,0,1,5,5,80,4,2,Female
275,R_SCxM85wI2RS0NuV,AI06,1,1,8.282,0,1,5,5,80,4,2,Female
276,R_SCxM85wI2RS0NuV,AI07,1,1,11.1625,2,1,5,5,80,4,2,Female
277,R_SCxM85wI2RS0NuV,AI08,1,1,7.0205,2,1,5,5,80,4,2,Female
